-------------- Insert cercado-------------------------------------------------------------------------------------------------------------------
INSERT INTO tb_cercado (cd_ovelha, cd_cabra, cd_cavalo, cd_burro,dt_verificacao_cercado)  VALUE ('80 ',' 64 ',' 61 ',' 53 ',' 2022-01-09 ');
INSERT INTO tb_servicos_plantacao_fruti (dt_lipeza_solo,dt_plantio,dt_hirrigacao,tb_fruticultura_ID)  VALUE ('2022-01-21 ',' 2022-01-06 ',' 2022-01-02 ',' 37 ');
INSERT INTO tb_servicos_plantacao_fruti (dt_lipeza_solo,dt_plantio,dt_hirrigacao,tb_fruticultura_ID)  VALUE ('2022-01-10 ',' 2022-01-02 ',' 2022-01-25 ',' 38 ');
INSERT INTO tb_servicos_plantacao_fruti (dt_lipeza_solo,dt_plantio,dt_hirrigacao,tb_fruticultura_ID)  VALUE ('2022-01-14 ',' 2022-01-28 ',' 2022-01-26 ',' 39 ');
INSERT INTO tb_servicos_plantacao_fruti (dt_lipeza_solo,dt_plantio,dt_hirrigacao,tb_fruticultura_ID)  VALUE ('2022-01-28 ',' 2022-01-17 ',' 2022-01-26 ',' 40 ');
INSERT INTO tb_servicos_plantacao_fruti (dt_lipeza_solo,dt_plantio,dt_hirrigacao,tb_fruticultura_ID)  VALUE ('2022-01-19 ',' 2022-01-25 ',' 2022-01-24 ',' 41 ');
INSERT INTO tb_servicos_plantacao_fruti (dt_lipeza_solo,dt_plantio,dt_hirrigacao,tb_fruticultura_ID)  VALUE ('2022-01-03 ',' 2022-01-12 ',' 2022-01-16 ',' 42 ');
INSERT INTO tb_servicos_plantacao_fruti (dt_lipeza_solo,dt_plantio,dt_hirrigacao,tb_fruticultura_ID)  VALUE ('2022-01-13 ',' 2022-01-22 ',' 2022-01-17 ',' 43 ');
INSERT INTO tb_servicos_plantacao_fruti (dt_lipeza_solo,dt_plantio,dt_hirrigacao,tb_fruticultura_ID)  VALUE ('2022-01-22 ',' 2022-01-31 ',' 2022-01-21 ',' 44 ');
INSERT INTO tb_servicos_plantacao_fruti (dt_lipeza_solo,dt_plantio,dt_hirrigacao,tb_fruticultura_ID)  VALUE ('2022-01-16 ',' 2022-01-18 ',' 2022-01-05 ',' 45 ');
INSERT INTO tb_servicos_plantacao_fruti (dt_lipeza_solo,dt_plantio,dt_hirrigacao,tb_fruticultura_ID)  VALUE ('2022-01-14 ',' 2022-01-14 ',' 2022-01-28 ',' 46 ');
INSERT INTO tb_servicos_plantacao_fruti (dt_lipeza_solo,dt_plantio,dt_hirrigacao,tb_fruticultura_ID)  VALUE ('2022-01-01 ',' 2022-01-28 ',' 2022-01-12 ',' 47 ');
INSERT INTO tb_servicos_plantacao_fruti (dt_lipeza_solo,dt_plantio,dt_hirrigacao,tb_fruticultura_ID)  VALUE ('2022-01-10 ',' 2022-01-22 ',' 2022-01-26 ',' 48 ');
INSERT INTO tb_servicos_plantacao_fruti (dt_lipeza_solo,dt_plantio,dt_hirrigacao,tb_fruticultura_ID)  VALUE ('2022-01-20 ',' 2022-01-07 ',' 2022-01-09 ',' 49 ');
INSERT INTO tb_servicos_plantacao_fruti (dt_lipeza_solo,dt_plantio,dt_hirrigacao,tb_fruticultura_ID)  VALUE ('2022-01-29 ',' 2022-01-24 ',' 2022-01-26 ',' 50 ');


-------------- Insert servicos_colheita_hort-------------------------------------------------------------------------------------------------------------------
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-26 ',' 86 ',' 1 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-30 ',' 95 ',' 2 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-05 ',' 55 ',' 3 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-03 ',' 48 ',' 4 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-24 ',' 47 ',' 5 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-23 ',' 90 ',' 6 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-21 ',' 69 ',' 7 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-05 ',' 49 ',' 8 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-08 ',' 79 ',' 9 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-10 ',' 76 ',' 10 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-20 ',' 37 ',' 11 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-03 ',' 29 ',' 12 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-10 ',' 49 ',' 13 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-20 ',' 62 ',' 14 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-12 ',' 44 ',' 15 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-16 ',' 13 ',' 16 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-28 ',' 9 ',' 17 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-01 ',' 17 ',' 18 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-12 ',' 52 ',' 19 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-12 ',' 68 ',' 20 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-23 ',' 40 ',' 21 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-14 ',' 29 ',' 22 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-07 ',' 18 ',' 23 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-20 ',' 24 ',' 24 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-21 ',' 37 ',' 25 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-31 ',' 56 ',' 26 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-17 ',' 44 ',' 27 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-01 ',' 77 ',' 28 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-20 ',' 42 ',' 29 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-17 ',' 48 ',' 30 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-12 ',' 35 ',' 31 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-08 ',' 82 ',' 32 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-03 ',' 61 ',' 33 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-10 ',' 53 ',' 34 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-14 ',' 1 ',' 35 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-18 ',' 85 ',' 36 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-06 ',' 68 ',' 37 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-15 ',' 82 ',' 38 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-21 ',' 32 ',' 39 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-28 ',' 30 ',' 40 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-12 ',' 92 ',' 41 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-12 ',' 7 ',' 42 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-26 ',' 46 ',' 43 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-21 ',' 58 ',' 44 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-23 ',' 18 ',' 45 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-08 ',' 80 ',' 46 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-17 ',' 18 ',' 47 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-04 ',' 91 ',' 48 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-29 ',' 19 ',' 49 ');
INSERT INTO tb_servicos_colheita_hort (dt_colher,cd_produto,tb_hortalicas_ID)  VALUE ('2022-01-10 ',' 41 ',' 50 ');



-------------- Insert tb_servicos_plantacao_hort-------------------------------------------------------------------------------------------------------------------
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-08 ',' 2022-01-09 ',' 2022-01-18 ',' 20 ',' 1 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-24 ',' 2022-01-27 ',' 2022-01-04 ',' 86 ',' 2 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-05 ',' 2022-01-22 ',' 2022-01-23 ',' 30 ',' 3 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-07 ',' 2022-01-09 ',' 2022-01-14 ',' 30 ',' 4 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-11 ',' 2022-01-21 ',' 2022-01-08 ',' 3 ',' 5 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-14 ',' 2022-01-29 ',' 2022-01-03 ',' 52 ',' 6 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-31 ',' 2022-01-25 ',' 2022-01-24 ',' 77 ',' 7 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-26 ',' 2022-01-19 ',' 2022-01-20 ',' 80 ',' 8 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-09 ',' 2022-01-24 ',' 2022-01-08 ',' 68 ',' 9 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-14 ',' 2022-01-11 ',' 2022-01-29 ',' 55 ',' 10 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-10 ',' 2022-01-07 ',' 2022-01-01 ',' 88 ',' 11 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-13 ',' 2022-01-04 ',' 2022-01-29 ',' 31 ',' 12 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-11 ',' 2022-01-05 ',' 2022-01-07 ',' 20 ',' 13 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-22 ',' 2022-01-26 ',' 2022-01-27 ',' 95 ',' 14 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-29 ',' 2022-01-02 ',' 2022-01-11 ',' 9 ',' 15 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-25 ',' 2022-01-24 ',' 2022-01-17 ',' 64 ',' 16 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-30 ',' 2022-01-21 ',' 2022-01-19 ',' 64 ',' 17 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-20 ',' 2022-01-07 ',' 2022-01-20 ',' 61 ',' 18 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-23 ',' 2022-01-18 ',' 2022-01-12 ',' 41 ',' 19 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-15 ',' 2022-01-18 ',' 2022-01-27 ',' 99 ',' 20 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-04 ',' 2022-01-28 ',' 2022-01-27 ',' 24 ',' 21 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-07 ',' 2022-01-27 ',' 2022-01-13 ',' 35 ',' 22 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-06 ',' 2022-01-19 ',' 2022-01-19 ',' 23 ',' 23 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-12 ',' 2022-01-03 ',' 2022-01-03 ',' 89 ',' 24 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-18 ',' 2022-01-11 ',' 2022-01-10 ',' 36 ',' 25 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-16 ',' 2022-01-15 ',' 2022-01-08 ',' 96 ',' 26 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-13 ',' 2022-01-10 ',' 2022-01-29 ',' 84 ',' 27 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-03 ',' 2022-01-25 ',' 2022-01-03 ',' 73 ',' 28 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-23 ',' 2022-01-24 ',' 2022-01-22 ',' 45 ',' 29 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-05 ',' 2022-01-26 ',' 2022-01-15 ',' 65 ',' 30 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-28 ',' 2022-01-30 ',' 2022-01-09 ',' 77 ',' 31 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-19 ',' 2022-01-27 ',' 2022-01-20 ',' 51 ',' 32 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-20 ',' 2022-01-24 ',' 2022-01-13 ',' 24 ',' 33 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-26 ',' 2022-01-08 ',' 2022-01-05 ',' 6 ',' 34 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-27 ',' 2022-01-05 ',' 2022-01-07 ',' 11 ',' 35 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-29 ',' 2022-01-23 ',' 2022-01-20 ',' 10 ',' 36 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-28 ',' 2022-01-12 ',' 2022-01-13 ',' 77 ',' 37 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-21 ',' 2022-01-13 ',' 2022-01-30 ',' 13 ',' 38 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-05 ',' 2022-01-07 ',' 2022-01-20 ',' 89 ',' 39 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-25 ',' 2022-01-28 ',' 2022-01-26 ',' 58 ',' 40 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-23 ',' 2022-01-09 ',' 2022-01-18 ',' 97 ',' 41 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-07 ',' 2022-01-13 ',' 2022-01-16 ',' 63 ',' 42 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-08 ',' 2022-01-27 ',' 2022-01-15 ',' 25 ',' 43 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-31 ',' 2022-01-12 ',' 2022-01-25 ',' 33 ',' 44 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-29 ',' 2022-01-09 ',' 2022-01-07 ',' 10 ',' 45 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-28 ',' 2022-01-15 ',' 2022-01-14 ',' 33 ',' 46 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-01 ',' 2022-01-12 ',' 2022-01-29 ',' 20 ',' 47 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-24 ',' 2022-01-07 ',' 2022-01-04 ',' 54 ',' 48 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-04 ',' 2022-01-31 ',' 2022-01-23 ',' 2 ',' 49 ');
INSERT INTO tb_servicos_plantacao_hort (dt_lipeza_solo,dt_plantio,dt_hirrigacao,cd_adubo,tb_hortalicas_ID)  VALUE ('2022-01-23 ',' 2022-01-29 ',' 2022-01-11 ',' 57 ',' 50 ');



-------------- Insert estq_carne_verm-------------------------------------------------------------------------------------------------------------------
INSERT INTO tb_estq_carne_verm (cd_vaca, cd_boi, cd_bacon,dt_verificacao_estq,tb_servicos_animais_ID)  VALUE ('54 ',' 86 ',' 16 ',' 2022-01-20 ',' 1 ');
INSERT INTO tb_estq_carne_verm (cd_vaca, cd_boi, cd_bacon,dt_verificacao_estq,tb_servicos_animais_ID)  VALUE ('61 ',' 8 ',' 0 ',' 2022-01-24 ',' 2 ');
INSERT INTO tb_estq_carne_verm (cd_vaca, cd_boi, cd_bacon,dt_verificacao_estq,tb_servicos_animais_ID)  VALUE ('96 ',' 57 ',' 82 ',' 2022-01-30 ',' 3 ');
INSERT INTO tb_estq_carne_verm (cd_vaca, cd_boi, cd_bacon,dt_verificacao_estq,tb_servicos_animais_ID)  VALUE ('62 ',' 55 ',' 46 ',' 2022-01-21 ',' 4 ');
INSERT INTO tb_estq_carne_verm (cd_vaca, cd_boi, cd_bacon,dt_verificacao_estq,tb_servicos_animais_ID)  VALUE ('61 ',' 29 ',' 35 ',' 2022-01-21 ',' 5 ');
INSERT INTO tb_estq_carne_verm (cd_vaca, cd_boi, cd_bacon,dt_verificacao_estq,tb_servicos_animais_ID)  VALUE ('69 ',' 29 ',' 14 ',' 2022-01-18 ',' 6 ');
INSERT INTO tb_estq_carne_verm (cd_vaca, cd_boi, cd_bacon,dt_verificacao_estq,tb_servicos_animais_ID)  VALUE ('52 ',' 77 ',' 49 ',' 2022-01-07 ',' 7 ');
INSERT INTO tb_estq_carne_verm (cd_vaca, cd_boi, cd_bacon,dt_verificacao_estq,tb_servicos_animais_ID)  VALUE ('88 ',' 36 ',' 59 ',' 2022-01-13 ',' 8 ');
INSERT INTO tb_estq_carne_verm (cd_vaca, cd_boi, cd_bacon,dt_verificacao_estq,tb_servicos_animais_ID)  VALUE ('25 ',' 84 ',' 0 ',' 2022-01-08 ',' 9 ');
INSERT INTO tb_estq_carne_verm (cd_vaca, cd_boi, cd_bacon,dt_verificacao_estq,tb_servicos_animais_ID)  VALUE ('78 ',' 88 ',' 77 ',' 2022-01-20 ',' 10 ');
INSERT INTO tb_estq_carne_verm (cd_vaca, cd_boi, cd_bacon,dt_verificacao_estq,tb_servicos_animais_ID)  VALUE ('55 ',' 96 ',' 74 ',' 2022-01-22 ',' 11 ');
INSERT INTO tb_estq_carne_verm (cd_vaca, cd_boi, cd_bacon,dt_verificacao_estq,tb_servicos_animais_ID)  VALUE ('95 ',' 80 ',' 76 ',' 2022-01-29 ',' 12 ');
INSERT INTO tb_estq_carne_verm (cd_vaca, cd_boi, cd_bacon,dt_verificacao_estq,tb_servicos_animais_ID)  VALUE ('9 ',' 94 ',' 1 ',' 2022-01-07 ',' 13 ');
INSERT INTO tb_estq_carne_verm (cd_vaca, cd_boi, cd_bacon,dt_verificacao_estq,tb_servicos_animais_ID)  VALUE ('24 ',' 19 ',' 6 ',' 2022-01-09 ',' 14 ');
INSERT INTO tb_estq_carne_verm (cd_vaca, cd_boi, cd_bacon,dt_verificacao_estq,tb_servicos_animais_ID)  VALUE ('59 ',' 39 ',' 76 ',' 2022-01-19 ',' 15 ');
INSERT INTO tb_estq_carne_verm (cd_vaca, cd_boi, cd_bacon,dt_verificacao_estq,tb_servicos_animais_ID)  VALUE ('96 ',' 74 ',' 71 ',' 2022-01-03 ',' 16 ');
INSERT INTO tb_estq_carne_verm (cd_vaca, cd_boi, cd_bacon,dt_verificacao_estq,tb_servicos_animais_ID)  VALUE ('42 ',' 28 ',' 30 ',' 2022-01-28 ',' 17 ');
INSERT INTO tb_estq_carne_verm (cd_vaca, cd_boi, cd_bacon,dt_verificacao_estq,tb_servicos_animais_ID)  VALUE ('1 ',' 40 ',' 71 ',' 2022-01-02 ',' 18 ');
INSERT INTO tb_estq_carne_verm (cd_vaca, cd_boi, cd_bacon,dt_verificacao_estq,tb_servicos_animais_ID)  VALUE ('15 ',' 91 ',' 22 ',' 2022-01-27 ',' 19 ');
INSERT INTO tb_estq_carne_verm (cd_vaca, cd_boi, cd_bacon,dt_verificacao_estq,tb_servicos_animais_ID)  VALUE ('77 ',' 20 ',' 69 ',' 2022-01-11 ',' 20 ');
INSERT INTO tb_estq_carne_verm (cd_vaca, cd_boi, cd_bacon,dt_verificacao_estq,tb_servicos_animais_ID)  VALUE ('88 ',' 26 ',' 0 ',' 2022-01-05 ',' 21 ');
INSERT INTO tb_estq_carne_verm (cd_vaca, cd_boi, cd_bacon,dt_verificacao_estq,tb_servicos_animais_ID)  VALUE ('94 ',' 8 ',' 37 ',' 2022-01-18 ',' 22 ');
INSERT INTO tb_estq_carne_verm (cd_vaca, cd_boi, cd_bacon,dt_verificacao_estq,tb_servicos_animais_ID)  VALUE ('35 ',' 82 ',' 12 ',' 2022-01-15 ',' 23 ');
INSERT INTO tb_estq_carne_verm (cd_vaca, cd_boi, cd_bacon,dt_verificacao_estq,tb_servicos_animais_ID)  VALUE ('22 ',' 79 ',' 64 ',' 2022-01-23 ',' 24 ');
